var,fi,fi_rank,dataset,scenario,model_class,heldout_model,cv,attack
uncertainty_q1,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
uncertainty_minmax,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_approx_consistency_in_neighborhood_mean,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_approx_consistency_in_neighborhood_q0,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_approx_consistency_in_neighborhood_q25,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_approx_consistency_in_neighborhood_q50,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_approx_consistency_in_neighborhood_q75,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_approx_consistency_in_neighborhood_q1,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_approx_consistency_in_neighborhood_minmax,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
pred_targets_consistency_in_neighborhood_mean,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
pred_targets_consistency_in_neighborhood_q0,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
pred_targets_consistency_in_neighborhood_q25,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
pred_targets_consistency_in_neighborhood_q50,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
pred_targets_consistency_in_neighborhood_q75,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
pred_targets_consistency_in_neighborhood_q1,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
pred_targets_consistency_in_neighborhood_minmax,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_targets_consistency_in_neighborhood_mean,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_targets_consistency_in_neighborhood_q0,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_targets_consistency_in_neighborhood_q25,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_targets_consistency_in_neighborhood_q50,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_targets_consistency_in_neighborhood_q75,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_targets_consistency_in_neighborhood_q1,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_targets_consistency_in_neighborhood_minmax,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
targets_and_approxs_consistency_in_neighborhood_mean,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
targets_and_approxs_consistency_in_neighborhood_q25,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_diversity_in_neighborhood_mean,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_diversity_in_neighborhood_q0,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_diversity_in_neighborhood_q25,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_diversity_in_neighborhood_q50,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_diversity_in_neighborhood_q75,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_diversity_in_neighborhood_q1,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
target_diversity_in_neighborhood_minmax,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
approx_diversity_in_neighborhood_mean,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
approx_diversity_in_neighborhood_q0,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
approx_diversity_in_neighborhood_q25,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
approx_diversity_in_neighborhood_q50,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
approx_diversity_in_neighborhood_q75,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
approx_diversity_in_neighborhood_q1,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
approx_diversity_in_neighborhood_minmax,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
bacc_test_mean,1.0,1.0,,10-fold cross-validation,XGB,,8.0,
bacc_test_q0,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
bacc_test_q25,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
bacc_test_q50,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
bacc_test_q75,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
bacc_test_q1,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
bacc_test_minmax,0.0,33.5,,10-fold cross-validation,XGB,,8.0,
n_test,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
n_classes,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
neighborhood_size_mean,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
neighborhood_size_q0,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
neighborhood_size_q25,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
neighborhood_size_q50,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
neighborhood_size_q75,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
neighborhood_size_q1,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
neighborhood_size_minmax,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
uncertainty_mean,0.017677754163742065,5.0,,10-fold cross-validation,XGB,,9.0,
uncertainty_q0,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
uncertainty_q25,0.03988134488463402,2.0,,10-fold cross-validation,XGB,,9.0,
uncertainty_q50,0.007320666220039129,9.0,,10-fold cross-validation,XGB,,9.0,
uncertainty_q75,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
uncertainty_q1,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
uncertainty_minmax,0.013762960210442543,7.0,,10-fold cross-validation,XGB,,9.0,
target_approx_consistency_in_neighborhood_mean,0.009090726263821125,8.0,,10-fold cross-validation,XGB,,9.0,
target_approx_consistency_in_neighborhood_q0,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_approx_consistency_in_neighborhood_q25,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_approx_consistency_in_neighborhood_q50,0.0019372267415747046,13.0,,10-fold cross-validation,XGB,,9.0,
target_approx_consistency_in_neighborhood_q75,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_approx_consistency_in_neighborhood_q1,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_approx_consistency_in_neighborhood_minmax,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
pred_targets_consistency_in_neighborhood_mean,0.023379581049084663,4.0,,10-fold cross-validation,XGB,,9.0,
pred_targets_consistency_in_neighborhood_q0,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
pred_targets_consistency_in_neighborhood_q25,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
pred_targets_consistency_in_neighborhood_q50,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
pred_targets_consistency_in_neighborhood_q75,0.0021052099764347076,12.0,,10-fold cross-validation,XGB,,9.0,
pred_targets_consistency_in_neighborhood_q1,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
pred_targets_consistency_in_neighborhood_minmax,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_targets_consistency_in_neighborhood_mean,0.03289393335580826,3.0,,10-fold cross-validation,XGB,,9.0,
target_targets_consistency_in_neighborhood_q0,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_targets_consistency_in_neighborhood_q25,0.004552418366074562,10.0,,10-fold cross-validation,XGB,,9.0,
target_targets_consistency_in_neighborhood_q50,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_targets_consistency_in_neighborhood_q75,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_targets_consistency_in_neighborhood_q1,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_targets_consistency_in_neighborhood_minmax,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
targets_and_approxs_consistency_in_neighborhood_mean,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
targets_and_approxs_consistency_in_neighborhood_q25,0.015517977997660637,6.0,,10-fold cross-validation,XGB,,9.0,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_diversity_in_neighborhood_mean,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_diversity_in_neighborhood_q0,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_diversity_in_neighborhood_q25,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_diversity_in_neighborhood_q50,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_diversity_in_neighborhood_q75,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_diversity_in_neighborhood_q1,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
target_diversity_in_neighborhood_minmax,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
approx_diversity_in_neighborhood_mean,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
approx_diversity_in_neighborhood_q0,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
approx_diversity_in_neighborhood_q25,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
approx_diversity_in_neighborhood_q50,0.003408445045351982,11.0,,10-fold cross-validation,XGB,,9.0,
approx_diversity_in_neighborhood_q75,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
approx_diversity_in_neighborhood_q1,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
approx_diversity_in_neighborhood_minmax,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
bacc_test_mean,0.8284717202186584,1.0,,10-fold cross-validation,XGB,,9.0,
bacc_test_q0,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
bacc_test_q25,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
bacc_test_q50,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
bacc_test_q75,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
bacc_test_q1,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
bacc_test_minmax,0.0,39.5,,10-fold cross-validation,XGB,,9.0,
n_test,0.0,38.0,,one-attack-out,XGB,,,bim
n_classes,0.0,38.0,,one-attack-out,XGB,,,bim
neighborhood_size_mean,0.0,38.0,,one-attack-out,XGB,,,bim
neighborhood_size_q0,0.0,38.0,,one-attack-out,XGB,,,bim
neighborhood_size_q25,0.0,38.0,,one-attack-out,XGB,,,bim
neighborhood_size_q50,0.0,38.0,,one-attack-out,XGB,,,bim
neighborhood_size_q75,0.0,38.0,,one-attack-out,XGB,,,bim
neighborhood_size_q1,0.0,38.0,,one-attack-out,XGB,,,bim
neighborhood_size_minmax,0.0,38.0,,one-attack-out,XGB,,,bim
uncertainty_mean,0.0,38.0,,one-attack-out,XGB,,,bim
uncertainty_q0,0.004639579448848963,9.0,,one-attack-out,XGB,,,bim
uncertainty_q25,0.028787877410650253,2.0,,one-attack-out,XGB,,,bim
uncertainty_q50,0.007726683747023344,8.0,,one-attack-out,XGB,,,bim
uncertainty_q75,0.0,38.0,,one-attack-out,XGB,,,bim
uncertainty_q1,0.011132783256471157,7.0,,one-attack-out,XGB,,,bim
uncertainty_minmax,0.014309609308838844,5.0,,one-attack-out,XGB,,,bim
target_approx_consistency_in_neighborhood_mean,0.0,38.0,,one-attack-out,XGB,,,bim
target_approx_consistency_in_neighborhood_q0,0.0,38.0,,one-attack-out,XGB,,,bim
target_approx_consistency_in_neighborhood_q25,0.0,38.0,,one-attack-out,XGB,,,bim
target_approx_consistency_in_neighborhood_q50,0.0,38.0,,one-attack-out,XGB,,,bim
target_approx_consistency_in_neighborhood_q75,0.0,38.0,,one-attack-out,XGB,,,bim
target_approx_consistency_in_neighborhood_q1,0.0,38.0,,one-attack-out,XGB,,,bim
target_approx_consistency_in_neighborhood_minmax,0.0,38.0,,one-attack-out,XGB,,,bim
pred_targets_consistency_in_neighborhood_mean,0.011909791268408298,6.0,,one-attack-out,XGB,,,bim
pred_targets_consistency_in_neighborhood_q0,0.0,38.0,,one-attack-out,XGB,,,bim
pred_targets_consistency_in_neighborhood_q25,0.0,38.0,,one-attack-out,XGB,,,bim
pred_targets_consistency_in_neighborhood_q50,0.0,38.0,,one-attack-out,XGB,,,bim
pred_targets_consistency_in_neighborhood_q75,0.0,38.0,,one-attack-out,XGB,,,bim
pred_targets_consistency_in_neighborhood_q1,0.0,38.0,,one-attack-out,XGB,,,bim
pred_targets_consistency_in_neighborhood_minmax,0.0,38.0,,one-attack-out,XGB,,,bim
target_targets_consistency_in_neighborhood_mean,0.021457074210047722,3.0,,one-attack-out,XGB,,,bim
target_targets_consistency_in_neighborhood_q0,0.0,38.0,,one-attack-out,XGB,,,bim
target_targets_consistency_in_neighborhood_q25,0.0,38.0,,one-attack-out,XGB,,,bim
target_targets_consistency_in_neighborhood_q50,0.0,38.0,,one-attack-out,XGB,,,bim
target_targets_consistency_in_neighborhood_q75,0.0,38.0,,one-attack-out,XGB,,,bim
target_targets_consistency_in_neighborhood_q1,0.0,38.0,,one-attack-out,XGB,,,bim
target_targets_consistency_in_neighborhood_minmax,0.0,38.0,,one-attack-out,XGB,,,bim
targets_and_approxs_consistency_in_neighborhood_mean,0.0,38.0,,one-attack-out,XGB,,,bim
targets_and_approxs_consistency_in_neighborhood_q0,0.0,38.0,,one-attack-out,XGB,,,bim
targets_and_approxs_consistency_in_neighborhood_q25,0.017209868878126144,4.0,,one-attack-out,XGB,,,bim
targets_and_approxs_consistency_in_neighborhood_q50,0.0,38.0,,one-attack-out,XGB,,,bim
targets_and_approxs_consistency_in_neighborhood_q75,0.0,38.0,,one-attack-out,XGB,,,bim
targets_and_approxs_consistency_in_neighborhood_q1,0.0,38.0,,one-attack-out,XGB,,,bim
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,38.0,,one-attack-out,XGB,,,bim
target_diversity_in_neighborhood_mean,0.0,38.0,,one-attack-out,XGB,,,bim
target_diversity_in_neighborhood_q0,0.0,38.0,,one-attack-out,XGB,,,bim
target_diversity_in_neighborhood_q25,0.0,38.0,,one-attack-out,XGB,,,bim
target_diversity_in_neighborhood_q50,0.0,38.0,,one-attack-out,XGB,,,bim
target_diversity_in_neighborhood_q75,0.0,38.0,,one-attack-out,XGB,,,bim
target_diversity_in_neighborhood_q1,0.0,38.0,,one-attack-out,XGB,,,bim
target_diversity_in_neighborhood_minmax,0.0,38.0,,one-attack-out,XGB,,,bim
approx_diversity_in_neighborhood_mean,0.0020360006019473076,10.0,,one-attack-out,XGB,,,bim
approx_diversity_in_neighborhood_q0,0.0,38.0,,one-attack-out,XGB,,,bim
approx_diversity_in_neighborhood_q25,0.0,38.0,,one-attack-out,XGB,,,bim
approx_diversity_in_neighborhood_q50,0.0,38.0,,one-attack-out,XGB,,,bim
approx_diversity_in_neighborhood_q75,0.0,38.0,,one-attack-out,XGB,,,bim
approx_diversity_in_neighborhood_q1,0.0,38.0,,one-attack-out,XGB,,,bim
approx_diversity_in_neighborhood_minmax,0.0,38.0,,one-attack-out,XGB,,,bim
bacc_test_mean,0.8807907104492188,1.0,,one-attack-out,XGB,,,bim
bacc_test_q0,0.0,38.0,,one-attack-out,XGB,,,bim
bacc_test_q25,0.0,38.0,,one-attack-out,XGB,,,bim
bacc_test_q50,0.0,38.0,,one-attack-out,XGB,,,bim
bacc_test_q75,0.0,38.0,,one-attack-out,XGB,,,bim
bacc_test_q1,0.0,38.0,,one-attack-out,XGB,,,bim
bacc_test_minmax,0.0,38.0,,one-attack-out,XGB,,,bim
n_test,0.0,38.5,,one-attack-out,XGB,,,fgm
n_classes,0.0,38.5,,one-attack-out,XGB,,,fgm
neighborhood_size_mean,0.0,38.5,,one-attack-out,XGB,,,fgm
neighborhood_size_q0,0.0,38.5,,one-attack-out,XGB,,,fgm
neighborhood_size_q25,0.0,38.5,,one-attack-out,XGB,,,fgm
neighborhood_size_q50,0.0,38.5,,one-attack-out,XGB,,,fgm
neighborhood_size_q75,0.0,38.5,,one-attack-out,XGB,,,fgm
neighborhood_size_q1,0.0,38.5,,one-attack-out,XGB,,,fgm
neighborhood_size_minmax,0.0,38.5,,one-attack-out,XGB,,,fgm
uncertainty_mean,0.013971139676868916,7.0,,one-attack-out,XGB,,,fgm
uncertainty_q0,0.024974897503852844,4.0,,one-attack-out,XGB,,,fgm
uncertainty_q25,0.014690157026052475,6.0,,one-attack-out,XGB,,,fgm
uncertainty_q50,0.008183547295629978,10.0,,one-attack-out,XGB,,,fgm
uncertainty_q75,0.0,38.5,,one-attack-out,XGB,,,fgm
uncertainty_q1,0.0035676294937729836,11.0,,one-attack-out,XGB,,,fgm
uncertainty_minmax,0.013298499397933483,8.0,,one-attack-out,XGB,,,fgm
target_approx_consistency_in_neighborhood_mean,0.019240539520978928,5.0,,one-attack-out,XGB,,,fgm
target_approx_consistency_in_neighborhood_q0,0.0,38.5,,one-attack-out,XGB,,,fgm
target_approx_consistency_in_neighborhood_q25,0.0,38.5,,one-attack-out,XGB,,,fgm
target_approx_consistency_in_neighborhood_q50,0.0,38.5,,one-attack-out,XGB,,,fgm
target_approx_consistency_in_neighborhood_q75,0.0,38.5,,one-attack-out,XGB,,,fgm
target_approx_consistency_in_neighborhood_q1,0.0,38.5,,one-attack-out,XGB,,,fgm
target_approx_consistency_in_neighborhood_minmax,0.0,38.5,,one-attack-out,XGB,,,fgm
pred_targets_consistency_in_neighborhood_mean,0.01158563606441021,9.0,,one-attack-out,XGB,,,fgm
pred_targets_consistency_in_neighborhood_q0,0.0,38.5,,one-attack-out,XGB,,,fgm
pred_targets_consistency_in_neighborhood_q25,0.0,38.5,,one-attack-out,XGB,,,fgm
pred_targets_consistency_in_neighborhood_q50,0.0,38.5,,one-attack-out,XGB,,,fgm
pred_targets_consistency_in_neighborhood_q75,0.0,38.5,,one-attack-out,XGB,,,fgm
pred_targets_consistency_in_neighborhood_q1,0.0,38.5,,one-attack-out,XGB,,,fgm
pred_targets_consistency_in_neighborhood_minmax,0.0,38.5,,one-attack-out,XGB,,,fgm
target_targets_consistency_in_neighborhood_mean,0.035473644733428955,3.0,,one-attack-out,XGB,,,fgm
target_targets_consistency_in_neighborhood_q0,0.12802697718143463,2.0,,one-attack-out,XGB,,,fgm
target_targets_consistency_in_neighborhood_q25,0.0,38.5,,one-attack-out,XGB,,,fgm
target_targets_consistency_in_neighborhood_q50,0.0,38.5,,one-attack-out,XGB,,,fgm
target_targets_consistency_in_neighborhood_q75,0.0,38.5,,one-attack-out,XGB,,,fgm
target_targets_consistency_in_neighborhood_q1,0.0,38.5,,one-attack-out,XGB,,,fgm
target_targets_consistency_in_neighborhood_minmax,0.0,38.5,,one-attack-out,XGB,,,fgm
targets_and_approxs_consistency_in_neighborhood_mean,0.0,38.5,,one-attack-out,XGB,,,fgm
targets_and_approxs_consistency_in_neighborhood_q0,0.0,38.5,,one-attack-out,XGB,,,fgm
targets_and_approxs_consistency_in_neighborhood_q25,0.0,38.5,,one-attack-out,XGB,,,fgm
targets_and_approxs_consistency_in_neighborhood_q50,0.0,38.5,,one-attack-out,XGB,,,fgm
targets_and_approxs_consistency_in_neighborhood_q75,0.0,38.5,,one-attack-out,XGB,,,fgm
targets_and_approxs_consistency_in_neighborhood_q1,0.0,38.5,,one-attack-out,XGB,,,fgm
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,38.5,,one-attack-out,XGB,,,fgm
target_diversity_in_neighborhood_mean,0.0,38.5,,one-attack-out,XGB,,,fgm
target_diversity_in_neighborhood_q0,0.0,38.5,,one-attack-out,XGB,,,fgm
target_diversity_in_neighborhood_q25,0.0,38.5,,one-attack-out,XGB,,,fgm
target_diversity_in_neighborhood_q50,0.0,38.5,,one-attack-out,XGB,,,fgm
target_diversity_in_neighborhood_q75,0.0,38.5,,one-attack-out,XGB,,,fgm
target_diversity_in_neighborhood_q1,0.0,38.5,,one-attack-out,XGB,,,fgm
target_diversity_in_neighborhood_minmax,0.0,38.5,,one-attack-out,XGB,,,fgm
approx_diversity_in_neighborhood_mean,0.0,38.5,,one-attack-out,XGB,,,fgm
approx_diversity_in_neighborhood_q0,0.0,38.5,,one-attack-out,XGB,,,fgm
approx_diversity_in_neighborhood_q25,0.0,38.5,,one-attack-out,XGB,,,fgm
approx_diversity_in_neighborhood_q50,0.0,38.5,,one-attack-out,XGB,,,fgm
approx_diversity_in_neighborhood_q75,0.0,38.5,,one-attack-out,XGB,,,fgm
approx_diversity_in_neighborhood_q1,0.0,38.5,,one-attack-out,XGB,,,fgm
approx_diversity_in_neighborhood_minmax,0.0,38.5,,one-attack-out,XGB,,,fgm
bacc_test_mean,0.7269874215126038,1.0,,one-attack-out,XGB,,,fgm
bacc_test_q0,0.0,38.5,,one-attack-out,XGB,,,fgm
bacc_test_q25,0.0,38.5,,one-attack-out,XGB,,,fgm
bacc_test_q50,0.0,38.5,,one-attack-out,XGB,,,fgm
bacc_test_q75,0.0,38.5,,one-attack-out,XGB,,,fgm
bacc_test_q1,0.0,38.5,,one-attack-out,XGB,,,fgm
bacc_test_minmax,0.0,38.5,,one-attack-out,XGB,,,fgm
n_test,0.0,33.5,,one-attack-out,XGB,,,hsj
n_classes,0.0,33.5,,one-attack-out,XGB,,,hsj
neighborhood_size_mean,0.0,33.5,,one-attack-out,XGB,,,hsj
neighborhood_size_q0,0.0,33.5,,one-attack-out,XGB,,,hsj
neighborhood_size_q25,0.0,33.5,,one-attack-out,XGB,,,hsj
neighborhood_size_q50,1.0,1.0,,one-attack-out,XGB,,,hsj
neighborhood_size_q75,0.0,33.5,,one-attack-out,XGB,,,hsj
neighborhood_size_q1,0.0,33.5,,one-attack-out,XGB,,,hsj
neighborhood_size_minmax,0.0,33.5,,one-attack-out,XGB,,,hsj
uncertainty_mean,0.0,33.5,,one-attack-out,XGB,,,hsj
uncertainty_q0,0.0,33.5,,one-attack-out,XGB,,,hsj
uncertainty_q25,0.0,33.5,,one-attack-out,XGB,,,hsj
uncertainty_q50,0.0,33.5,,one-attack-out,XGB,,,hsj
uncertainty_q75,0.0,33.5,,one-attack-out,XGB,,,hsj
uncertainty_q1,0.0,33.5,,one-attack-out,XGB,,,hsj
uncertainty_minmax,0.0,33.5,,one-attack-out,XGB,,,hsj
target_approx_consistency_in_neighborhood_mean,0.0,33.5,,one-attack-out,XGB,,,hsj
target_approx_consistency_in_neighborhood_q0,0.0,33.5,,one-attack-out,XGB,,,hsj
target_approx_consistency_in_neighborhood_q25,0.0,33.5,,one-attack-out,XGB,,,hsj
target_approx_consistency_in_neighborhood_q50,0.0,33.5,,one-attack-out,XGB,,,hsj
target_approx_consistency_in_neighborhood_q75,0.0,33.5,,one-attack-out,XGB,,,hsj
