var,fi,fi_rank,dataset,scenario,model_class,heldout_model,cv,attack
target_approx_consistency_in_neighborhood_q0,0.005801005747126437,28.0,,10-fold cross-validation,RF,,4.0,
target_approx_consistency_in_neighborhood_q25,0.006548105638951172,26.0,,10-fold cross-validation,RF,,4.0,
target_approx_consistency_in_neighborhood_q50,0.004601920216362406,30.0,,10-fold cross-validation,RF,,4.0,
target_approx_consistency_in_neighborhood_q75,0.0025830436249486594,35.0,,10-fold cross-validation,RF,,4.0,
target_approx_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,4.0,
target_approx_consistency_in_neighborhood_minmax,0.0074276083112290005,23.0,,10-fold cross-validation,RF,,4.0,
pred_targets_consistency_in_neighborhood_mean,0.02788011960761265,9.0,,10-fold cross-validation,RF,,4.0,
pred_targets_consistency_in_neighborhood_q0,0.010642947082085677,19.0,,10-fold cross-validation,RF,,4.0,
pred_targets_consistency_in_neighborhood_q25,0.02353592355498175,11.0,,10-fold cross-validation,RF,,4.0,
pred_targets_consistency_in_neighborhood_q50,0.03587045996354374,8.0,,10-fold cross-validation,RF,,4.0,
pred_targets_consistency_in_neighborhood_q75,0.022620628701324565,12.0,,10-fold cross-validation,RF,,4.0,
pred_targets_consistency_in_neighborhood_q1,0.0009114583333333335,41.0,,10-fold cross-validation,RF,,4.0,
pred_targets_consistency_in_neighborhood_minmax,0.005181763308005884,29.0,,10-fold cross-validation,RF,,4.0,
target_targets_consistency_in_neighborhood_mean,0.011309835475481391,17.0,,10-fold cross-validation,RF,,4.0,
target_targets_consistency_in_neighborhood_q0,0.015203103629796615,15.0,,10-fold cross-validation,RF,,4.0,
target_targets_consistency_in_neighborhood_q25,0.01110630871653599,18.0,,10-fold cross-validation,RF,,4.0,
target_targets_consistency_in_neighborhood_q50,0.009682805620305622,21.0,,10-fold cross-validation,RF,,4.0,
target_targets_consistency_in_neighborhood_q75,0.0,56.0,,10-fold cross-validation,RF,,4.0,
target_targets_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,4.0,
target_targets_consistency_in_neighborhood_minmax,0.04169477332632558,7.0,,10-fold cross-validation,RF,,4.0,
targets_and_approxs_consistency_in_neighborhood_mean,0.001101765201029907,40.0,,10-fold cross-validation,RF,,4.0,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,56.0,,10-fold cross-validation,RF,,4.0,
targets_and_approxs_consistency_in_neighborhood_q25,0.0,56.0,,10-fold cross-validation,RF,,4.0,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,56.0,,10-fold cross-validation,RF,,4.0,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,56.0,,10-fold cross-validation,RF,,4.0,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,4.0,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,56.0,,10-fold cross-validation,RF,,4.0,
target_diversity_in_neighborhood_mean,0.0,56.0,,10-fold cross-validation,RF,,4.0,
target_diversity_in_neighborhood_q0,0.0,56.0,,10-fold cross-validation,RF,,4.0,
target_diversity_in_neighborhood_q25,0.0,56.0,,10-fold cross-validation,RF,,4.0,
target_diversity_in_neighborhood_q50,0.0,56.0,,10-fold cross-validation,RF,,4.0,
target_diversity_in_neighborhood_q75,0.001990013294041039,37.0,,10-fold cross-validation,RF,,4.0,
target_diversity_in_neighborhood_q1,0.0006125,42.0,,10-fold cross-validation,RF,,4.0,
target_diversity_in_neighborhood_minmax,0.0004985754985754985,44.0,,10-fold cross-validation,RF,,4.0,
approx_diversity_in_neighborhood_mean,0.0027721121471121464,34.0,,10-fold cross-validation,RF,,4.0,
approx_diversity_in_neighborhood_q0,0.0,56.0,,10-fold cross-validation,RF,,4.0,
approx_diversity_in_neighborhood_q25,9.920634920634917e-05,46.0,,10-fold cross-validation,RF,,4.0,
approx_diversity_in_neighborhood_q50,0.0023208041958041954,36.0,,10-fold cross-validation,RF,,4.0,
approx_diversity_in_neighborhood_q75,0.0003431372549019611,45.0,,10-fold cross-validation,RF,,4.0,
approx_diversity_in_neighborhood_q1,0.0011066974993605434,39.0,,10-fold cross-validation,RF,,4.0,
approx_diversity_in_neighborhood_minmax,0.0005539044289044289,43.0,,10-fold cross-validation,RF,,4.0,
bacc_test_mean,0.10059077799351707,4.0,,10-fold cross-validation,RF,,4.0,
bacc_test_q0,0.11277999297526603,2.0,,10-fold cross-validation,RF,,4.0,
bacc_test_q25,0.0961576201844364,5.0,,10-fold cross-validation,RF,,4.0,
bacc_test_q50,0.08839191812182008,6.0,,10-fold cross-validation,RF,,4.0,
bacc_test_q75,0.11191800156395143,3.0,,10-fold cross-validation,RF,,4.0,
bacc_test_q1,0.11723798971408121,1.0,,10-fold cross-validation,RF,,4.0,
bacc_test_minmax,0.0,56.0,,10-fold cross-validation,RF,,4.0,
n_test,0.0,56.0,,10-fold cross-validation,RF,,5.0,
n_classes,0.0,56.0,,10-fold cross-validation,RF,,5.0,
neighborhood_size_mean,0.024707565712023653,13.0,,10-fold cross-validation,RF,,5.0,
neighborhood_size_q0,0.0,56.0,,10-fold cross-validation,RF,,5.0,
neighborhood_size_q25,0.01668363588847924,15.0,,10-fold cross-validation,RF,,5.0,
neighborhood_size_q50,0.038535040071411314,8.0,,10-fold cross-validation,RF,,5.0,
neighborhood_size_q75,0.008354525765944138,23.0,,10-fold cross-validation,RF,,5.0,
neighborhood_size_q1,0.0,56.0,,10-fold cross-validation,RF,,5.0,
neighborhood_size_minmax,0.0,56.0,,10-fold cross-validation,RF,,5.0,
uncertainty_mean,0.002330092592592593,33.0,,10-fold cross-validation,RF,,5.0,
uncertainty_q0,0.0,56.0,,10-fold cross-validation,RF,,5.0,
uncertainty_q25,0.0025808080808080807,31.0,,10-fold cross-validation,RF,,5.0,
uncertainty_q50,0.001655138339920949,35.0,,10-fold cross-validation,RF,,5.0,
uncertainty_q75,0.0016452991452991456,36.0,,10-fold cross-validation,RF,,5.0,
uncertainty_q1,0.0011844248283393018,37.0,,10-fold cross-validation,RF,,5.0,
uncertainty_minmax,0.0027343750000000007,30.0,,10-fold cross-validation,RF,,5.0,
target_approx_consistency_in_neighborhood_mean,0.011624767920284227,18.0,,10-fold cross-validation,RF,,5.0,
target_approx_consistency_in_neighborhood_q0,0.007541008121771168,24.0,,10-fold cross-validation,RF,,5.0,
target_approx_consistency_in_neighborhood_q25,0.005465937190746605,26.0,,10-fold cross-validation,RF,,5.0,
target_approx_consistency_in_neighborhood_q50,0.009642300194931775,20.0,,10-fold cross-validation,RF,,5.0,
target_approx_consistency_in_neighborhood_q75,0.0027621483375959073,29.0,,10-fold cross-validation,RF,,5.0,
target_approx_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,5.0,
target_approx_consistency_in_neighborhood_minmax,0.0,56.0,,10-fold cross-validation,RF,,5.0,
pred_targets_consistency_in_neighborhood_mean,0.026377744463467082,12.0,,10-fold cross-validation,RF,,5.0,
pred_targets_consistency_in_neighborhood_q0,0.014993299703095866,16.0,,10-fold cross-validation,RF,,5.0,
pred_targets_consistency_in_neighborhood_q25,0.03126642009183487,10.0,,10-fold cross-validation,RF,,5.0,
pred_targets_consistency_in_neighborhood_q50,0.0383818723650995,9.0,,10-fold cross-validation,RF,,5.0,
pred_targets_consistency_in_neighborhood_q75,0.01946151531731971,14.0,,10-fold cross-validation,RF,,5.0,
pred_targets_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,5.0,
pred_targets_consistency_in_neighborhood_minmax,0.003901131001921515,28.0,,10-fold cross-validation,RF,,5.0,
target_targets_consistency_in_neighborhood_mean,0.008809921962095875,22.0,,10-fold cross-validation,RF,,5.0,
target_targets_consistency_in_neighborhood_q0,0.026532985991812884,11.0,,10-fold cross-validation,RF,,5.0,
target_targets_consistency_in_neighborhood_q25,0.010451079214556354,19.0,,10-fold cross-validation,RF,,5.0,
target_targets_consistency_in_neighborhood_q50,0.01164596582331319,17.0,,10-fold cross-validation,RF,,5.0,
target_targets_consistency_in_neighborhood_q75,0.000607638888888889,41.0,,10-fold cross-validation,RF,,5.0,
target_targets_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,5.0,
target_targets_consistency_in_neighborhood_minmax,0.03859124254987892,7.0,,10-fold cross-validation,RF,,5.0,
targets_and_approxs_consistency_in_neighborhood_mean,0.0005852842809364547,42.0,,10-fold cross-validation,RF,,5.0,
targets_and_approxs_consistency_in_neighborhood_q0,0.0006412631752305667,40.0,,10-fold cross-validation,RF,,5.0,
targets_and_approxs_consistency_in_neighborhood_q25,0.001783655432720073,34.0,,10-fold cross-validation,RF,,5.0,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,56.0,,10-fold cross-validation,RF,,5.0,
targets_and_approxs_consistency_in_neighborhood_q75,0.0003170289855072464,44.0,,10-fold cross-validation,RF,,5.0,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,5.0,
targets_and_approxs_consistency_in_neighborhood_minmax,0.00026825529542920824,45.0,,10-fold cross-validation,RF,,5.0,
target_diversity_in_neighborhood_mean,0.005609748709163913,25.0,,10-fold cross-validation,RF,,5.0,
target_diversity_in_neighborhood_q0,0.0,56.0,,10-fold cross-validation,RF,,5.0,
target_diversity_in_neighborhood_q25,0.0,56.0,,10-fold cross-validation,RF,,5.0,
target_diversity_in_neighborhood_q50,0.0010650447047505871,38.0,,10-fold cross-validation,RF,,5.0,
target_diversity_in_neighborhood_q75,0.009582731791155706,21.0,,10-fold cross-validation,RF,,5.0,
target_diversity_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,5.0,
target_diversity_in_neighborhood_minmax,0.0005608974358974359,43.0,,10-fold cross-validation,RF,,5.0,
approx_diversity_in_neighborhood_mean,0.004880391367497079,27.0,,10-fold cross-validation,RF,,5.0,
approx_diversity_in_neighborhood_q0,0.0,56.0,,10-fold cross-validation,RF,,5.0,
approx_diversity_in_neighborhood_q25,0.0025362318840579713,32.0,,10-fold cross-validation,RF,,5.0,
approx_diversity_in_neighborhood_q50,0.0,56.0,,10-fold cross-validation,RF,,5.0,
approx_diversity_in_neighborhood_q75,0.0,56.0,,10-fold cross-validation,RF,,5.0,
approx_diversity_in_neighborhood_q1,0.00100951646090535,39.0,,10-fold cross-validation,RF,,5.0,
approx_diversity_in_neighborhood_minmax,0.00013209541062801972,46.0,,10-fold cross-validation,RF,,5.0,
bacc_test_mean,0.09876860465825453,4.0,,10-fold cross-validation,RF,,5.0,
bacc_test_q0,0.09979789316995977,3.0,,10-fold cross-validation,RF,,5.0,
bacc_test_q25,0.0939598694532274,5.0,,10-fold cross-validation,RF,,5.0,
bacc_test_q50,0.0867715472287058,6.0,,10-fold cross-validation,RF,,5.0,
bacc_test_q75,0.10473786632191136,2.0,,10-fold cross-validation,RF,,5.0,
bacc_test_q1,0.11852418967062883,1.0,,10-fold cross-validation,RF,,5.0,
bacc_test_minmax,0.0,56.0,,10-fold cross-validation,RF,,5.0,
n_test,6.841817186644715e-05,48.0,,10-fold cross-validation,RF,,6.0,
n_classes,0.0,58.0,,10-fold cross-validation,RF,,6.0,
neighborhood_size_mean,0.013685814738803865,14.0,,10-fold cross-validation,RF,,6.0,
neighborhood_size_q0,0.0,58.0,,10-fold cross-validation,RF,,6.0,
neighborhood_size_q25,0.01664281893100543,13.0,,10-fold cross-validation,RF,,6.0,
neighborhood_size_q50,0.03173656315113968,9.0,,10-fold cross-validation,RF,,6.0,
neighborhood_size_q75,0.005156590576820841,28.0,,10-fold cross-validation,RF,,6.0,
neighborhood_size_q1,0.0,58.0,,10-fold cross-validation,RF,,6.0,
neighborhood_size_minmax,0.0,58.0,,10-fold cross-validation,RF,,6.0,
uncertainty_mean,0.008923575399619448,20.0,,10-fold cross-validation,RF,,6.0,
uncertainty_q0,0.007911409973312406,22.0,,10-fold cross-validation,RF,,6.0,
uncertainty_q25,0.0030823139443871307,36.0,,10-fold cross-validation,RF,,6.0,
uncertainty_q50,0.003355918512086167,35.0,,10-fold cross-validation,RF,,6.0,
uncertainty_q75,0.004669210011920728,30.0,,10-fold cross-validation,RF,,6.0,
uncertainty_q1,0.009365904400006758,18.0,,10-fold cross-validation,RF,,6.0,
uncertainty_minmax,0.005554251286477193,27.0,,10-fold cross-validation,RF,,6.0,
target_approx_consistency_in_neighborhood_mean,0.008266099095347795,21.0,,10-fold cross-validation,RF,,6.0,
target_approx_consistency_in_neighborhood_q0,0.007132047304022012,23.0,,10-fold cross-validation,RF,,6.0,
target_approx_consistency_in_neighborhood_q25,0.0033689794467658242,34.0,,10-fold cross-validation,RF,,6.0,
target_approx_consistency_in_neighborhood_q50,0.0046077424037950345,31.0,,10-fold cross-validation,RF,,6.0,
target_approx_consistency_in_neighborhood_q75,0.005949074074074074,25.0,,10-fold cross-validation,RF,,6.0,
target_approx_consistency_in_neighborhood_q1,0.0,58.0,,10-fold cross-validation,RF,,6.0,
target_approx_consistency_in_neighborhood_minmax,6.396198830409346e-05,49.0,,10-fold cross-validation,RF,,6.0,
pred_targets_consistency_in_neighborhood_mean,0.02084760315160566,12.0,,10-fold cross-validation,RF,,6.0,
pred_targets_consistency_in_neighborhood_q0,0.009392284525150342,17.0,,10-fold cross-validation,RF,,6.0,
pred_targets_consistency_in_neighborhood_q25,0.0332802622006707,8.0,,10-fold cross-validation,RF,,6.0,
pred_targets_consistency_in_neighborhood_q50,0.02483791139746526,11.0,,10-fold cross-validation,RF,,6.0,
pred_targets_consistency_in_neighborhood_q75,0.009899914476573516,16.0,,10-fold cross-validation,RF,,6.0,
pred_targets_consistency_in_neighborhood_q1,0.002178637334887335,39.0,,10-fold cross-validation,RF,,6.0,
pred_targets_consistency_in_neighborhood_minmax,0.003941525207335484,33.0,,10-fold cross-validation,RF,,6.0,
target_targets_consistency_in_neighborhood_mean,0.0060238778629333346,24.0,,10-fold cross-validation,RF,,6.0,
target_targets_consistency_in_neighborhood_q0,0.0300533341675321,10.0,,10-fold cross-validation,RF,,6.0,
target_targets_consistency_in_neighborhood_q25,0.013553228728319471,15.0,,10-fold cross-validation,RF,,6.0,
target_targets_consistency_in_neighborhood_q50,0.004502930597932029,32.0,,10-fold cross-validation,RF,,6.0,
target_targets_consistency_in_neighborhood_q75,0.0019696969696969702,40.0,,10-fold cross-validation,RF,,6.0,
target_targets_consistency_in_neighborhood_q1,0.0,58.0,,10-fold cross-validation,RF,,6.0,
target_targets_consistency_in_neighborhood_minmax,0.056931133210341295,7.0,,10-fold cross-validation,RF,,6.0,
targets_and_approxs_consistency_in_neighborhood_mean,0.0005141559829059829,46.0,,10-fold cross-validation,RF,,6.0,
targets_and_approxs_consistency_in_neighborhood_q0,0.0016446521473695392,41.0,,10-fold cross-validation,RF,,6.0,
targets_and_approxs_consistency_in_neighborhood_q25,0.0006473850223850223,45.0,,10-fold cross-validation,RF,,6.0,
targets_and_approxs_consistency_in_neighborhood_q50,0.0012152777777777778,43.0,,10-fold cross-validation,RF,,6.0,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,58.0,,10-fold cross-validation,RF,,6.0,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,58.0,,10-fold cross-validation,RF,,6.0,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,58.0,,10-fold cross-validation,RF,,6.0,
target_diversity_in_neighborhood_mean,0.005665105072516064,26.0,,10-fold cross-validation,RF,,6.0,
target_diversity_in_neighborhood_q0,0.0,58.0,,10-fold cross-validation,RF,,6.0,
target_diversity_in_neighborhood_q25,0.0,58.0,,10-fold cross-validation,RF,,6.0,
target_diversity_in_neighborhood_q50,0.0004317434210526316,47.0,,10-fold cross-validation,RF,,6.0,
target_diversity_in_neighborhood_q75,0.0027993588069019104,38.0,,10-fold cross-validation,RF,,6.0,
target_diversity_in_neighborhood_q1,0.0,58.0,,10-fold cross-validation,RF,,6.0,
target_diversity_in_neighborhood_minmax,0.0,58.0,,10-fold cross-validation,RF,,6.0,
approx_diversity_in_neighborhood_mean,0.009076023092905833,19.0,,10-fold cross-validation,RF,,6.0,
approx_diversity_in_neighborhood_q0,0.0,58.0,,10-fold cross-validation,RF,,6.0,
approx_diversity_in_neighborhood_q25,2.9166666666666568e-05,50.0,,10-fold cross-validation,RF,,6.0,
approx_diversity_in_neighborhood_q50,0.0011419291600212643,44.0,,10-fold cross-validation,RF,,6.0,
approx_diversity_in_neighborhood_q75,0.00468705856050303,29.0,,10-fold cross-validation,RF,,6.0,
approx_diversity_in_neighborhood_q1,0.0012908133533133534,42.0,,10-fold cross-validation,RF,,6.0,
approx_diversity_in_neighborhood_minmax,0.0028297067627532607,37.0,,10-fold cross-validation,RF,,6.0,
bacc_test_mean,0.10249919688329395,4.0,,10-fold cross-validation,RF,,6.0,
bacc_test_q0,0.11004385463202997,3.0,,10-fold cross-validation,RF,,6.0,
bacc_test_q25,0.09117491256460668,5.0,,10-fold cross-validation,RF,,6.0,
bacc_test_q50,0.08134863375646567,6.0,,10-fold cross-validation,RF,,6.0,
bacc_test_q75,0.11347331875311964,1.0,,10-fold cross-validation,RF,,6.0,
bacc_test_q1,0.11253467434321328,2.0,,10-fold cross-validation,RF,,6.0,
bacc_test_minmax,0.0,58.0,,10-fold cross-validation,RF,,6.0,
n_test,0.002188375350140056,40.0,,10-fold cross-validation,RF,,7.0,
n_classes,0.0,57.5,,10-fold cross-validation,RF,,7.0,
neighborhood_size_mean,0.023413532781715,12.0,,10-fold cross-validation,RF,,7.0,
neighborhood_size_q0,0.0,57.5,,10-fold cross-validation,RF,,7.0,
neighborhood_size_q25,0.019084454982744945,15.0,,10-fold cross-validation,RF,,7.0,
neighborhood_size_q50,0.02734681468232607,10.0,,10-fold cross-validation,RF,,7.0,
neighborhood_size_q75,0.005791132478632478,28.0,,10-fold cross-validation,RF,,7.0,
neighborhood_size_q1,0.0,57.5,,10-fold cross-validation,RF,,7.0,
neighborhood_size_minmax,0.0,57.5,,10-fold cross-validation,RF,,7.0,
uncertainty_mean,0.008082572571461461,19.0,,10-fold cross-validation,RF,,7.0,
uncertainty_q0,0.006589533292794161,24.0,,10-fold cross-validation,RF,,7.0,
uncertainty_q25,0.009278353008791389,18.0,,10-fold cross-validation,RF,,7.0,
uncertainty_q50,0.006213607011055683,26.0,,10-fold cross-validation,RF,,7.0,
uncertainty_q75,0.006546862790022459,25.0,,10-fold cross-validation,RF,,7.0,
uncertainty_q1,0.007507148666885985,21.0,,10-fold cross-validation,RF,,7.0,
uncertainty_minmax,0.007771148462411165,20.0,,10-fold cross-validation,RF,,7.0,
target_approx_consistency_in_neighborhood_mean,0.007107963412811601,22.0,,10-fold cross-validation,RF,,7.0,
target_approx_consistency_in_neighborhood_q0,0.0010111111111111113,46.0,,10-fold cross-validation,RF,,7.0,
target_approx_consistency_in_neighborhood_q25,0.004663575515779622,29.0,,10-fold cross-validation,RF,,7.0,
target_approx_consistency_in_neighborhood_q50,0.004240785256410256,31.0,,10-fold cross-validation,RF,,7.0,
target_approx_consistency_in_neighborhood_q75,0.003997395833333333,32.0,,10-fold cross-validation,RF,,7.0,
target_approx_consistency_in_neighborhood_q1,0.0,57.5,,10-fold cross-validation,RF,,7.0,
target_approx_consistency_in_neighborhood_minmax,0.00378001200480192,33.0,,10-fold cross-validation,RF,,7.0,
pred_targets_consistency_in_neighborhood_mean,0.0202208001875372,14.0,,10-fold cross-validation,RF,,7.0,
pred_targets_consistency_in_neighborhood_q0,0.006136409336362273,27.0,,10-fold cross-validation,RF,,7.0,
pred_targets_consistency_in_neighborhood_q25,0.029267121756324156,9.0,,10-fold cross-validation,RF,,7.0,
pred_targets_consistency_in_neighborhood_q50,0.040687991273521164,7.0,,10-fold cross-validation,RF,,7.0,
pred_targets_consistency_in_neighborhood_q75,0.010160536857900916,17.0,,10-fold cross-validation,RF,,7.0,
pred_targets_consistency_in_neighborhood_q1,0.0,57.5,,10-fold cross-validation,RF,,7.0,
pred_targets_consistency_in_neighborhood_minmax,0.0027698966794075497,37.0,,10-fold cross-validation,RF,,7.0,
target_targets_consistency_in_neighborhood_mean,0.00348272589161336,35.0,,10-fold cross-validation,RF,,7.0,
target_targets_consistency_in_neighborhood_q0,0.026779566682466904,11.0,,10-fold cross-validation,RF,,7.0,
target_targets_consistency_in_neighborhood_q25,0.021852675890893805,13.0,,10-fold cross-validation,RF,,7.0,
target_targets_consistency_in_neighborhood_q50,0.011255298244428677,16.0,,10-fold cross-validation,RF,,7.0,
target_targets_consistency_in_neighborhood_q75,0.006625491640913418,23.0,,10-fold cross-validation,RF,,7.0,
target_targets_consistency_in_neighborhood_q1,0.0,57.5,,10-fold cross-validation,RF,,7.0,
target_targets_consistency_in_neighborhood_minmax,0.036098649629244486,8.0,,10-fold cross-validation,RF,,7.0,
targets_and_approxs_consistency_in_neighborhood_mean,0.0012908602150537634,43.0,,10-fold cross-validation,RF,,7.0,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,57.5,,10-fold cross-validation,RF,,7.0,
targets_and_approxs_consistency_in_neighborhood_q25,0.003649755398110662,34.0,,10-fold cross-validation,RF,,7.0,
targets_and_approxs_consistency_in_neighborhood_q50,0.00037878787878787873,47.0,,10-fold cross-validation,RF,,7.0,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,57.5,,10-fold cross-validation,RF,,7.0,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,57.5,,10-fold cross-validation,RF,,7.0,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0025791552000917323,38.0,,10-fold cross-validation,RF,,7.0,
target_diversity_in_neighborhood_mean,0.0017484787253808992,42.0,,10-fold cross-validation,RF,,7.0,
target_diversity_in_neighborhood_q0,0.0,57.5,,10-fold cross-validation,RF,,7.0,
target_diversity_in_neighborhood_q25,0.00017932952715561407,49.0,,10-fold cross-validation,RF,,7.0,
target_diversity_in_neighborhood_q50,0.0011993510604621713,44.0,,10-fold cross-validation,RF,,7.0,
target_diversity_in_neighborhood_q75,0.004548871103708269,30.0,,10-fold cross-validation,RF,,7.0,
target_diversity_in_neighborhood_q1,0.0,57.5,,10-fold cross-validation,RF,,7.0,
target_diversity_in_neighborhood_minmax,0.0,57.5,,10-fold cross-validation,RF,,7.0,
approx_diversity_in_neighborhood_mean,0.001772574390629946,41.0,,10-fold cross-validation,RF,,7.0,
approx_diversity_in_neighborhood_q0,0.0,57.5,,10-fold cross-validation,RF,,7.0,
approx_diversity_in_neighborhood_q25,0.0,57.5,,10-fold cross-validation,RF,,7.0,
approx_diversity_in_neighborhood_q50,0.001167695473251029,45.0,,10-fold cross-validation,RF,,7.0,
approx_diversity_in_neighborhood_q75,0.0025042936288088647,39.0,,10-fold cross-validation,RF,,7.0,
approx_diversity_in_neighborhood_q1,0.0033222383817508405,36.0,,10-fold cross-validation,RF,,7.0,
approx_diversity_in_neighborhood_minmax,0.00027619949494949505,48.0,,10-fold cross-validation,RF,,7.0,
bacc_test_mean,0.10190004982939765,4.0,,10-fold cross-validation,RF,,7.0,
bacc_test_q0,0.10255716621339721,3.0,,10-fold cross-validation,RF,,7.0,
bacc_test_q25,0.09089884335761111,5.0,,10-fold cross-validation,RF,,7.0,
bacc_test_q50,0.07989270968229302,6.0,,10-fold cross-validation,RF,,7.0,
bacc_test_q75,0.11231543343842194,2.0,,10-fold cross-validation,RF,,7.0,
bacc_test_q1,0.1178666637168953,1.0,,10-fold cross-validation,RF,,7.0,
bacc_test_minmax,0.0,57.5,,10-fold cross-validation,RF,,7.0,
n_test,0.0014387820512820513,37.0,,10-fold cross-validation,RF,,8.0,
n_classes,0.0,55.0,,10-fold cross-validation,RF,,8.0,
neighborhood_size_mean,0.02577318514631055,11.0,,10-fold cross-validation,RF,,8.0,
neighborhood_size_q0,0.0,55.0,,10-fold cross-validation,RF,,8.0,
neighborhood_size_q25,0.006391219448087626,19.0,,10-fold cross-validation,RF,,8.0,
neighborhood_size_q50,0.032572078889163955,7.0,,10-fold cross-validation,RF,,8.0,
neighborhood_size_q75,0.00525239162217137,23.0,,10-fold cross-validation,RF,,8.0,
neighborhood_size_q1,0.0,55.0,,10-fold cross-validation,RF,,8.0,
neighborhood_size_minmax,0.0,55.0,,10-fold cross-validation,RF,,8.0,
uncertainty_mean,0.0036447092002647556,29.0,,10-fold cross-validation,RF,,8.0,
uncertainty_q0,0.0019860116735116733,34.0,,10-fold cross-validation,RF,,8.0,
uncertainty_q25,0.005770552546868336,22.0,,10-fold cross-validation,RF,,8.0,
uncertainty_q50,0.00327904761904762,31.0,,10-fold cross-validation,RF,,8.0,
uncertainty_q75,0.0016636957813428404,36.0,,10-fold cross-validation,RF,,8.0,
uncertainty_q1,0.0,55.0,,10-fold cross-validation,RF,,8.0,
uncertainty_minmax,0.0016687857596948505,35.0,,10-fold cross-validation,RF,,8.0,
target_approx_consistency_in_neighborhood_mean,0.008940953837102989,15.0,,10-fold cross-validation,RF,,8.0,
target_approx_consistency_in_neighborhood_q0,0.006035229138677414,20.0,,10-fold cross-validation,RF,,8.0,
target_approx_consistency_in_neighborhood_q25,0.004855981691919193,26.0,,10-fold cross-validation,RF,,8.0,
target_approx_consistency_in_neighborhood_q50,0.004890151515151516,25.0,,10-fold cross-validation,RF,,8.0,
target_approx_consistency_in_neighborhood_q75,0.0022222222222222227,33.0,,10-fold cross-validation,RF,,8.0,
target_approx_consistency_in_neighborhood_q1,0.0,55.0,,10-fold cross-validation,RF,,8.0,
target_approx_consistency_in_neighborhood_minmax,0.004797473058342624,27.0,,10-fold cross-validation,RF,,8.0,
pred_targets_consistency_in_neighborhood_mean,0.027577258944884702,10.0,,10-fold cross-validation,RF,,8.0,
pred_targets_consistency_in_neighborhood_q0,0.0035735887096774188,30.0,,10-fold cross-validation,RF,,8.0,
pred_targets_consistency_in_neighborhood_q25,0.028085419598336818,9.0,,10-fold cross-validation,RF,,8.0,
pred_targets_consistency_in_neighborhood_q50,0.018104300121693305,13.0,,10-fold cross-validation,RF,,8.0,
pred_targets_consistency_in_neighborhood_q75,0.0071758748074537545,17.0,,10-fold cross-validation,RF,,8.0,
pred_targets_consistency_in_neighborhood_q1,0.0,55.0,,10-fold cross-validation,RF,,8.0,
pred_targets_consistency_in_neighborhood_minmax,0.0004946990144358573,44.0,,10-fold cross-validation,RF,,8.0,
target_targets_consistency_in_neighborhood_mean,0.006947072332867802,18.0,,10-fold cross-validation,RF,,8.0,
target_targets_consistency_in_neighborhood_q0,0.019158474972898933,12.0,,10-fold cross-validation,RF,,8.0,
target_targets_consistency_in_neighborhood_q25,0.005243473060120657,24.0,,10-fold cross-validation,RF,,8.0,
target_targets_consistency_in_neighborhood_q50,0.007876270016215669,16.0,,10-fold cross-validation,RF,,8.0,
target_targets_consistency_in_neighborhood_q75,0.0024751683501683503,32.0,,10-fold cross-validation,RF,,8.0,
target_targets_consistency_in_neighborhood_q1,0.0,55.0,,10-fold cross-validation,RF,,8.0,
target_targets_consistency_in_neighborhood_minmax,0.028802976628708708,8.0,,10-fold cross-validation,RF,,8.0,
targets_and_approxs_consistency_in_neighborhood_mean,0.0,55.0,,10-fold cross-validation,RF,,8.0,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,55.0,,10-fold cross-validation,RF,,8.0,
targets_and_approxs_consistency_in_neighborhood_q25,0.0,55.0,,10-fold cross-validation,RF,,8.0,
targets_and_approxs_consistency_in_neighborhood_q50,0.00084,41.0,,10-fold cross-validation,RF,,8.0,
targets_and_approxs_consistency_in_neighborhood_q75,0.0011574074074074073,39.0,,10-fold cross-validation,RF,,8.0,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,55.0,,10-fold cross-validation,RF,,8.0,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,55.0,,10-fold cross-validation,RF,,8.0,
